Incoming Calls,Outgoing Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Sales Rep
217,154,198,91.24%,19,00:00:09,00:02:43,00:02:57,88.83%,Rep09
204,144,197,96.57%,7,00:00:17,00:02:40,00:03:50,79.70%,Rep05
191,171,181,94.76%,10,00:00:12,00:02:46,00:04:44,87.23%,Rep05
176,309,157,89.20%,19,00:00:17,00:02:51,00:04:08,73.53%,Rep05
176,140,163,92.61%,13,00:00:24,00:03:11,00:03:07,64.16%,Rep01
26,254,26,100.00%,0,00:00:24,00:03:03,00:01:57,69.23%,Rep05
170,280,167,98.24%,3,00:00:16,00:02:47,00:02:08,79.41%,Rep09
154,302,147,95.45%,7,00:00:21,00:03:02,00:03:47,75.16%,Rep10
165,113,152,92.12%,13,00:00:17,00:02:58,00:03:40,80.75%,Rep09
153,66,143,93.46%,10,00:00:19,00:03:05,00:03:15,77.63%,Rep05
175,91,169,96.57%,6,00:00:11,00:02:17,00:02:12,85.63%,Rep08
241,368,214,88.80%,27,00:00:29,00:03:00,00:14:33,66.23%,Rep01
14,304,14,100.00%,0,00:00:16,00:02:46,00:01:27,85.71%,Rep01
57,175,55,96.49%,2,00:00:12,00:02:35,00:02:07,85.96%,Rep08
954,130,644,67.51%,310,00:01:14,00:02:05,00:11:12,26.33%,Rep01
374,260,344,91.98%,30,00:00:28,00:03:03,00:08:52,61.85%,Rep07
265,309,245,92.45%,20,00:00:31,00:03:05,00:03:21,56.70%,Rep04
222,54,205,92.34%,17,00:00:20,00:03:12,00:02:10,72.69%,Rep10
203,309,192,94.58%,11,00:00:27,00:03:04,00:04:07,68.66%,Rep04
33,338,31,93.94%,2,00:00:29,00:02:15,00:05:43,78.13%,Rep03
220,142,195,88.64%,25,00:00:28,00:02:45,00:03:06,59.62%,Rep03
185,238,177,95.68%,8,00:00:16,00:02:33,00:03:08,80.11%,Rep01
203,148,172,84.73%,31,00:00:34,00:02:53,00:05:06,52.79%,Rep07
218,122,193,88.53%,25,00:00:34,00:02:58,00:07:34,61.97%,Rep06
204,316,194,95.10%,10,00:00:16,00:02:52,00:03:06,81.31%,Rep04
242,324,211,87.19%,31,00:00:44,00:02:57,00:06:08,47.70%,Rep06
29,220,29,100.00%,0,00:00:08,00:02:40,00:00:44,89.66%,Rep07
171,393,163,95.32%,8,00:00:24,00:02:58,00:03:19,69.23%,Rep02
190,86,166,87.37%,24,00:00:46,00:02:59,00:09:20,42.25%,Rep01
221,99,196,88.69%,25,00:00:33,00:02:57,00:05:25,53.67%,Rep06
297,134,241,81.14%,56,00:00:49,00:03:11,00:06:52,44.83%,Rep10
233,347,214,91.85%,19,00:00:26,00:02:49,00:03:53,62.50%,Rep05
198,378,191,96.46%,7,00:00:14,00:03:01,00:02:09,82.74%,Rep04
15,68,15,100.00%,0,00:00:04,00:03:19,00:00:14,100.00%,Rep10
27,214,25,92.59%,2,00:00:08,00:02:34,00:02:04,88.89%,Rep02
7,106,6,85.71%,1,00:00:03,00:04:48,00:00:31,85.71%,Rep05
169,73,144,85.21%,25,00:00:33,00:02:36,00:08:31,56.36%,Rep03
224,55,206,91.96%,18,00:00:20,00:02:35,00:02:26,70.72%,Rep02
170,303,160,94.12%,10,00:00:28,00:03:01,00:05:10,62.35%,Rep03
161,393,149,92.55%,12,00:00:24,00:03:08,00:02:34,68.13%,Rep02
37,138,35,94.59%,2,00:00:12,00:02:48,00:01:03,80.56%,Rep02
183,88,169,92.35%,14,00:00:32,00:02:58,00:04:28,59.89%,Rep04
221,195,206,93.21%,15,00:00:30,00:02:54,00:04:23,58.18%,Rep02
202,74,193,95.54%,9,00:00:18,00:02:53,00:02:48,75.38%,Rep03
193,169,163,84.46%,30,00:00:36,00:03:12,00:05:12,53.40%,Rep01
201,398,196,97.51%,5,00:00:10,00:02:43,00:02:32,89.00%,Rep03
193,84,180,93.26%,13,00:00:21,00:02:42,00:03:17,73.16%,Rep08
27,372,25,92.59%,2,00:00:25,00:02:03,00:02:07,66.67%,Rep04
227,383,206,90.75%,21,00:00:29,00:03:01,00:04:26,66.67%,Rep03
225,241,199,88.44%,26,00:00:35,00:02:58,00:05:19,52.68%,Rep04
204,172,193,94.61%,11,00:00:33,00:02:39,00:05:21,58.82%,Rep10
221,221,194,87.78%,27,00:00:29,00:02:48,00:05:05,60.73%,Rep10
172,287,154,89.53%,18,00:00:34,00:03:09,00:03:06,54.17%,Rep07
161,251,150,93.17%,11,00:00:36,00:02:51,00:05:53,52.80%,Rep10
17,209,14,82.35%,3,00:00:47,00:03:08,00:02:52,41.18%,Rep06
168,176,145,86.31%,23,00:00:38,00:02:57,00:04:08,50.61%,Rep09
160,111,142,88.75%,18,00:00:33,00:02:44,00:09:18,54.14%,Rep10
185,201,159,85.95%,26,00:00:41,00:02:56,00:05:43,42.70%,Rep01
155,142,146,94.19%,9,00:00:28,00:02:49,00:03:27,65.16%,Rep10
188,256,172,91.49%,16,00:00:28,00:02:39,00:03:04,59.78%,Rep10
152,213,120,78.95%,32,00:00:29,00:02:54,00:06:35,53.06%,Rep05
26,127,26,100.00%,0,00:00:17,00:03:01,00:01:18,80.77%,Rep04
152,286,140,92.11%,12,00:00:21,00:02:58,00:06:40,70.67%,Rep09
130,187,125,96.15%,5,00:00:08,00:02:39,00:01:02,92.00%,Rep02
191,285,187,97.91%,4,00:00:18,00:02:33,00:02:53,83.07%,Rep06
254,400,227,89.37%,27,00:00:33,00:02:57,00:04:35,56.57%,Rep08
213,75,188,88.26%,25,00:00:30,00:02:52,00:05:10,54.81%,Rep07
176,340,151,85.80%,25,00:00:32,00:02:45,00:06:12,55.75%,Rep01
61,130,59,96.72%,2,00:00:16,00:01:31,00:03:06,80.33%,Rep03
166,191,154,92.77%,12,00:00:28,00:02:56,00:03:16,61.82%,Rep01
191,225,172,90.05%,19,00:00:21,00:02:40,00:03:23,73.77%,Rep05
171,345,157,91.81%,14,00:00:19,00:02:34,00:02:07,72.62%,Rep07
153,181,124,81.05%,29,00:00:50,00:03:04,00:06:01,45.33%,Rep03
183,355,158,86.34%,25,00:00:33,00:02:52,00:05:10,51.91%,Rep09
14,318,14,100.00%,0,00:00:15,00:03:43,00:01:32,85.71%,Rep02
18,253,18,100.00%,0,00:00:03,00:02:56,00:00:06,100.00%,Rep03
159,241,148,93.08%,11,00:00:22,00:02:36,00:03:15,69.43%,Rep04
143,274,134,93.71%,9,00:00:22,00:02:51,00:05:10,74.10%,Rep04
195,341,175,89.74%,20,00:00:29,00:02:47,00:04:11,61.58%,Rep10
194,151,150,77.32%,44,00:00:37,00:02:47,00:04:17,47.34%,Rep03
390,177,362,92.82%,28,00:00:31,00:02:50,00:05:46,59.48%,Rep04
238,374,205,86.13%,33,00:00:29,00:02:18,00:05:10,60.87%,Rep01
29,322,28,96.55%,1,00:00:09,00:02:28,00:01:05,89.29%,Rep04
30,338,29,96.67%,1,00:00:19,00:02:30,00:02:31,83.33%,Rep10
287,139,273,95.12%,14,00:00:16,00:02:20,00:03:06,79.00%,Rep08
474,379,380,80.17%,94,00:00:39,00:02:08,00:07:58,47.42%,Rep03
277,169,230,83.03%,47,00:00:40,00:02:52,00:06:13,46.18%,Rep07
173,368,163,94.22%,10,00:00:17,00:02:46,00:02:44,77.19%,Rep10
167,171,152,91.02%,15,00:00:13,00:02:37,00:05:10,84.15%,Rep05
27,65,24,88.89%,3,00:00:20,00:02:05,00:03:43,76.92%,Rep03
173,317,153,88.44%,20,00:00:29,00:02:46,00:03:06,57.99%,Rep10
36,394,27,75.00%,9,00:00:36,00:02:55,00:03:57,41.67%,Rep07
186,311,171,91.94%,15,00:00:27,00:02:49,00:03:28,64.48%,Rep08
160,166,149,93.13%,11,00:00:23,00:02:47,00:04:52,74.05%,Rep03
233,258,215,92.27%,18,00:00:22,00:02:34,00:08:08,74.12%,Rep07
162,331,157,96.91%,5,00:00:13,00:02:32,00:05:10,82.72%,Rep10
27,146,24,88.89%,3,00:00:18,00:02:10,00:03:51,70.37%,Rep09
168,351,155,92.26%,13,00:00:26,00:03:18,00:03:08,64.88%,Rep10
328,146,301,91.77%,27,00:00:23,00:02:29,00:06:59,67.91%,Rep03
234,145,208,88.89%,26,00:00:20,00:02:44,00:05:18,72.25%,Rep05
37,131,34,91.89%,3,00:00:14,00:02:16,00:03:44,83.78%,Rep10
185,249,167,90.27%,18,00:00:18,00:02:43,00:06:12,73.51%,Rep01
139,93,132,94.96%,7,00:00:10,00:02:57,00:03:28,88.32%,Rep01
13,323,11,84.62%,2,00:00:46,00:02:07,00:02:35,41.67%,Rep06
161,267,152,94.41%,9,00:00:23,00:02:28,00:02:52,69.62%,Rep06
149,158,144,96.64%,5,00:00:15,00:02:46,00:03:01,83.11%,Rep09
178,88,167,93.82%,11,00:00:22,00:02:42,00:05:24,74.86%,Rep02
224,184,210,93.75%,14,00:00:21,00:03:00,00:04:47,72.52%,Rep10
277,41,273,98.56%,4,00:00:10,00:02:00,00:02:03,89.74%,Rep04
188,226,172,91.49%,16,00:00:20,00:02:41,00:03:36,72.19%,Rep05
26,110,22,84.62%,4,00:00:34,00:02:23,00:06:18,68.00%,Rep08
177,275,167,94.35%,10,00:00:35,00:02:56,00:03:15,56.25%,Rep05
149,255,144,96.64%,5,00:00:28,00:02:47,00:03:48,66.22%,Rep03
147,356,147,100.00%,0,00:00:11,00:02:51,00:02:03,85.71%,Rep05
140,389,134,95.71%,6,00:00:19,00:02:44,00:08:19,78.57%,Rep01
177,379,163,92.09%,14,00:00:19,00:02:35,00:07:16,75.71%,Rep03
169,174,169,100.00%,0,00:00:09,00:02:45,00:01:05,89.94%,Rep10
26,194,21,80.77%,5,00:00:27,00:02:28,00:02:04,48.00%,Rep01
147,106,140,95.24%,7,00:00:12,00:02:48,00:02:11,85.52%,Rep08
127,84,122,96.06%,5,00:00:21,00:02:48,00:02:07,70.87%,Rep06
141,102,135,95.74%,6,00:00:17,00:02:27,00:04:08,78.01%,Rep07
208,266,181,87.02%,27,00:00:38,00:02:39,00:04:08,49.02%,Rep04
178,259,163,91.57%,15,00:00:33,00:02:54,00:04:58,54.80%,Rep06
198,255,190,95.96%,8,00:00:25,00:02:32,00:02:22,67.01%,Rep05
21,280,17,80.95%,4,00:00:44,00:03:31,00:04:37,47.62%,Rep07
171,144,161,94.15%,10,00:00:16,00:02:35,00:06:14,81.44%,Rep08
200,286,196,98.00%,4,00:00:09,00:02:51,00:02:01,91.92%,Rep08
166,267,157,94.58%,9,00:00:24,00:02:40,00:01:54,64.63%,Rep02
230,182,217,94.35%,13,00:00:27,00:02:39,00:02:03,57.21%,Rep03
174,382,168,96.55%,6,00:00:24,00:02:57,00:02:54,69.59%,Rep06
240,49,185,77.08%,55,00:01:00,00:03:02,00:05:00,29.79%,Rep03
35,357,27,77.14%,8,00:00:48,00:02:56,00:03:53,43.33%,Rep01
198,187,179,90.40%,19,00:00:27,00:02:41,00:09:40,60.10%,Rep07
189,380,181,95.77%,8,00:00:19,00:02:59,00:02:44,71.43%,Rep09
229,234,219,95.63%,10,00:00:30,00:03:15,00:06:25,59.21%,Rep07
254,268,235,92.52%,19,00:00:27,00:02:56,00:03:52,59.68%,Rep02
584,393,521,89.21%,63,00:00:29,00:02:16,00:04:21,58.30%,Rep08
564,287,551,97.70%,13,00:00:12,00:01:40,00:01:46,83.96%,Rep01
150,220,149,99.33%,1,00:00:10,00:01:40,00:02:11,89.33%,Rep07
521,56,499,95.78%,22,00:00:23,00:01:36,00:03:04,70.93%,Rep08
330,174,309,93.64%,21,00:00:21,00:03:19,00:06:32,69.54%,Rep10
298,252,288,96.64%,10,00:00:13,00:03:20,00:04:03,84.75%,Rep05
294,345,287,97.62%,7,00:00:14,00:03:28,00:03:19,82.25%,Rep09
261,335,253,96.93%,8,00:00:10,00:03:03,00:05:48,89.96%,Rep06
223,280,210,94.17%,13,00:00:16,00:03:07,00:05:23,80.09%,Rep09
59,375,58,98.31%,1,00:00:21,00:03:41,00:03:12,74.58%,Rep06
340,85,327,96.18%,13,00:00:21,00:01:55,00:03:46,77.61%,Rep10
287,280,280,97.56%,7,00:00:13,00:03:05,00:01:56,84.32%,Rep09
269,169,257,95.54%,12,00:00:16,00:03:04,00:03:49,82.02%,Rep04
270,47,261,96.67%,9,00:00:12,00:03:06,00:04:29,85.87%,Rep08
285,385,273,95.79%,12,00:00:12,00:03:14,00:02:53,85.36%,Rep09
251,56,229,91.24%,22,00:00:22,00:02:59,00:03:06,73.06%,Rep08
47,216,47,100.00%,0,00:00:13,00:03:03,00:01:29,87.23%,Rep09
233,245,225,96.57%,8,00:00:13,00:03:02,00:01:57,84.72%,Rep06
257,40,248,96.50%,9,00:00:14,00:03:14,00:03:42,83.40%,Rep04
245,390,234,95.51%,11,00:00:11,00:03:01,00:01:56,85.95%,Rep07
267,318,265,99.25%,2,00:00:05,00:02:59,00:01:13,97.36%,Rep08
231,252,224,96.97%,7,00:00:11,00:02:56,00:02:54,86.58%,Rep05
236,260,226,95.76%,10,00:00:19,00:03:04,00:03:06,75.00%,Rep04
81,307,78,96.30%,3,00:00:11,00:02:57,00:00:58,81.25%,Rep06
281,305,273,97.15%,8,00:00:11,00:03:02,00:03:21,88.49%,Rep04
399,286,387,96.99%,12,00:00:11,00:02:51,00:02:25,86.36%,Rep06
291,273,287,98.63%,4,00:00:11,00:02:36,00:03:38,87.97%,Rep01
290,142,281,96.90%,9,00:00:07,00:03:03,00:01:00,91.64%,Rep10
230,197,227,98.70%,3,00:00:08,00:03:06,00:01:12,91.67%,Rep10
236,122,216,91.53%,20,00:00:17,00:03:09,00:02:54,70.69%,Rep03
45,53,44,97.78%,1,00:00:05,00:02:45,00:01:56,93.33%,Rep06
249,103,238,95.58%,11,00:00:11,00:02:42,00:01:58,86.53%,Rep08
350,73,328,93.71%,22,00:00:28,00:02:31,00:02:28,58.26%,Rep09
361,226,306,84.76%,55,00:00:27,00:02:26,00:06:41,60.17%,Rep10
262,248,256,97.71%,6,00:00:13,00:02:50,00:02:54,86.15%,Rep09
302,366,288,95.36%,14,00:00:21,00:02:56,00:02:59,71.10%,Rep07
299,375,268,89.63%,31,00:00:28,00:02:49,00:02:58,55.41%,Rep04
50,396,49,98.00%,1,00:00:24,00:02:55,00:02:08,76.00%,Rep09
285,231,273,95.79%,12,00:00:21,00:02:49,00:03:30,76.16%,Rep04
77,216,75,97.40%,2,00:00:09,00:02:43,00:02:10,92.11%,Rep02
332,187,321,96.69%,11,00:00:17,00:02:58,00:03:34,80.66%,Rep01
282,343,266,94.33%,16,00:00:22,00:03:10,00:08:12,74.29%,Rep10
256,295,248,96.88%,8,00:00:14,00:03:00,00:03:52,82.35%,Rep10
177,222,176,99.44%,1,00:00:12,00:02:37,00:01:45,83.52%,Rep03
27,163,24,88.89%,3,00:00:13,00:02:15,00:01:08,74.07%,Rep02
307,389,305,99.35%,2,00:00:09,00:03:01,00:01:42,91.80%,Rep01
587,207,577,98.30%,10,00:00:10,00:02:08,00:01:56,91.94%,Rep03
270,290,265,98.15%,5,00:00:07,00:02:44,00:01:56,91.79%,Rep01
307,302,297,96.74%,10,00:00:14,00:02:59,00:02:55,82.24%,Rep03
242,147,238,98.35%,4,00:00:06,00:02:42,00:01:55,94.63%,Rep01
194,294,182,93.81%,12,00:00:12,00:02:57,00:01:36,81.15%,Rep08
21,259,21,100.00%,0,00:00:12,00:03:07,00:01:34,90.48%,Rep04
291,238,288,98.97%,3,00:00:07,00:02:46,00:01:24,93.79%,Rep05
516,155,479,92.83%,37,00:00:26,00:02:40,00:03:31,63.80%,Rep02
452,131,447,98.89%,5,00:00:06,00:02:04,00:03:52,94.44%,Rep01
375,159,375,100.00%,0,00:00:05,00:02:13,00:01:05,96.53%,Rep07
306,377,287,93.79%,19,00:00:19,00:02:15,00:04:50,76.32%,Rep09
241,235,235,97.51%,6,00:00:15,00:02:40,00:01:57,80.33%,Rep02
34,365,34,100.00%,0,00:00:18,00:03:01,00:02:08,85.29%,Rep07
248,160,238,95.97%,10,00:00:19,00:02:43,00:04:33,74.09%,Rep02
323,238,307,95.05%,16,00:00:13,00:02:42,00:03:28,82.70%,Rep02
260,264,257,98.85%,3,00:00:10,00:02:29,00:01:42,91.12%,Rep08
316,221,311,98.42%,5,00:00:10,00:02:41,00:02:54,87.54%,Rep08
60,193,59,98.33%,1,00:00:03,00:02:41,00:01:55,98.33%,Rep10
267,193,251,94.01%,16,00:00:19,00:02:27,00:07:44,75.56%,Rep01
30,195,29,96.67%,1,00:00:08,00:02:00,00:00:46,93.10%,Rep04
247,127,238,96.36%,9,00:00:13,00:02:35,00:02:54,83.33%,Rep08
376,306,365,97.07%,11,00:00:15,00:03:00,00:03:30,81.77%,Rep09
316,296,306,96.84%,10,00:00:13,00:02:55,00:01:58,82.80%,Rep06
310,222,304,98.06%,6,00:00:07,00:02:51,00:01:40,92.16%,Rep08
340,318,327,96.18%,13,00:00:23,00:02:55,00:02:34,71.34%,Rep01
306,387,289,94.44%,17,00:00:24,00:02:43,00:05:04,69.74%,Rep09
40,143,40,100.00%,0,00:00:05,00:02:46,00:00:51,97.50%,Rep07
378,79,370,97.88%,8,00:00:11,00:02:52,00:02:36,86.70%,Rep06
424,214,416,98.11%,8,00:00:14,00:02:54,00:03:41,83.89%,Rep10
356,181,353,99.16%,3,00:00:05,00:02:48,00:01:04,97.17%,Rep04
320,270,308,96.25%,12,00:00:10,00:02:33,00:03:24,88.99%,Rep10
351,137,341,97.15%,10,00:00:11,00:02:50,00:01:49,86.25%,Rep09
85,113,83,97.65%,2,00:00:13,00:02:47,00:03:44,85.88%,Rep07
44,232,43,97.73%,1,00:00:09,00:02:33,00:03:52,84.09%,Rep06
388,324,363,93.56%,25,00:00:19,00:03:06,00:02:54,75.20%,Rep09
283,219,280,98.94%,3,00:00:06,00:03:05,00:01:49,95.73%,Rep09
241,362,238,98.76%,3,00:00:05,00:02:55,00:03:16,96.67%,Rep04
280,98,273,97.50%,7,00:00:09,00:02:46,00:03:38,88.21%,Rep01
294,303,273,92.86%,21,00:00:26,00:03:16,00:02:44,61.77%,Rep08
290,229,246,84.83%,44,00:00:27,00:03:04,00:04:44,63.86%,Rep08
32,172,32,100.00%,0,00:00:06,00:02:43,00:01:10,96.88%,Rep02
270,126,263,97.41%,7,00:00:12,00:02:52,00:02:00,85.45%,Rep04
212,279,208,98.11%,4,00:00:08,00:02:43,00:02:34,91.00%,Rep02
246,207,238,96.75%,8,00:00:07,00:02:53,00:03:48,91.84%,Rep04
194,378,190,97.94%,4,00:00:08,00:02:43,00:03:34,92.78%,Rep01
179,283,176,98.32%,3,00:00:06,00:02:44,00:01:43,96.05%,Rep10
67,343,65,97.01%,2,00:00:09,00:02:36,00:01:59,89.55%,Rep05
27,337,27,100.00%,0,00:00:09,00:02:27,00:01:33,88.89%,Rep07
190,273,183,96.32%,7,00:00:09,00:02:38,00:02:54,87.83%,Rep10
213,283,205,96.24%,8,00:00:10,00:02:38,00:05:02,88.15%,Rep06
208,82,205,98.56%,3,00:00:04,00:02:36,00:02:53,97.09%,Rep10
166,294,165,99.40%,1,00:00:08,00:02:41,00:03:31,92.77%,Rep05
169,385,161,95.27%,8,00:00:18,00:02:52,00:03:37,73.96%,Rep05
175,180,167,95.43%,8,00:00:10,00:02:29,00:03:52,86.29%,Rep09
43,214,43,100.00%,0,00:00:04,00:02:42,00:00:29,100.00%,Rep02
24,232,24,100.00%,0,00:00:03,00:02:46,00:00:03,100.00%,Rep03
26,125,26,100.00%,0,00:00:05,00:02:52,00:00:58,92.31%,Rep06
42,47,41,97.62%,1,00:00:03,00:02:41,00:00:03,100.00%,Rep06
37,240,36,97.30%,1,00:00:05,00:02:24,00:04:50,94.59%,Rep10
60,94,60,100.00%,0,00:00:05,00:03:07,00:01:01,96.67%,Rep04
82,140,81,98.78%,1,00:00:03,00:02:24,00:00:58,97.56%,Rep06
31,306,31,100.00%,0,00:00:06,00:02:20,00:01:01,93.55%,Rep10
178,308,171,96.07%,7,00:00:16,00:02:43,00:02:06,76.14%,Rep02
183,310,175,95.63%,8,00:00:13,00:02:27,00:04:38,85.56%,Rep05
39,348,37,94.87%,2,00:00:03,00:02:53,00:00:58,97.37%,Rep09
170,368,167,98.24%,3,00:00:12,00:02:24,00:02:50,85.29%,Rep08
180,50,168,93.33%,12,00:00:12,00:02:46,00:04:29,83.15%,Rep06
24,75,24,100.00%,0,00:00:04,00:02:36,00:00:21,100.00%,Rep10
7,392,7,100.00%,0,00:00:33,00:02:39,00:01:33,42.86%,Rep05
181,221,181,100.00%,0,00:00:12,00:02:47,00:01:29,87.85%,Rep03
209,56,206,98.56%,3,00:00:05,00:02:42,00:00:58,95.17%,Rep07
180,109,179,99.44%,1,00:00:04,00:02:28,00:01:02,97.21%,Rep06
221,81,203,91.86%,18,00:00:12,00:02:43,00:02:55,87.32%,Rep07
254,197,248,97.64%,6,00:00:10,00:02:48,00:03:07,90.87%,Rep05
627,148,577,92.03%,50,00:00:41,00:02:39,00:05:20,47.81%,Rep09
167,146,159,95.21%,8,00:00:18,00:03:10,00:03:55,76.05%,Rep02
599,284,554,92.49%,45,00:00:25,00:02:35,00:04:50,63.56%,Rep06
304,120,300,98.68%,4,00:00:07,00:02:35,00:02:55,92.41%,Rep08
267,115,260,97.38%,7,00:00:08,00:02:56,00:01:54,90.91%,Rep03
286,295,281,98.25%,5,00:00:11,00:02:40,00:02:54,86.97%,Rep10
196,180,192,97.96%,4,00:00:13,00:02:43,00:02:06,85.64%,Rep08
191,57,189,98.95%,2,00:00:11,00:03:00,00:02:34,88.42%,Rep01
60,116,60,100.00%,0,00:00:06,00:01:58,00:00:59,96.67%,Rep01
215,357,207,96.28%,8,00:00:10,00:02:40,00:01:44,90.43%,Rep01
221,378,213,96.38%,8,00:00:08,00:02:35,00:01:47,90.45%,Rep07
201,336,193,96.02%,8,00:00:03,00:02:46,00:00:58,98.45%,Rep04
205,107,202,98.54%,3,00:00:05,00:02:48,00:01:09,96.06%,Rep09
201,287,194,96.52%,7,00:00:14,00:02:44,00:02:29,84.26%,Rep07
140,49,132,94.29%,8,00:00:07,00:01:51,00:01:56,92.48%,Rep05
29,180,28,96.55%,1,00:00:13,00:03:09,00:01:47,82.76%,Rep06
398,204,372,93.47%,26,00:00:21,00:02:51,00:04:13,72.52%,Rep10
255,41,249,97.65%,6,00:00:15,00:03:01,00:02:09,83.33%,Rep01
283,266,278,98.23%,5,00:00:17,00:02:38,00:01:59,79.57%,Rep07
230,73,222,96.52%,8,00:00:21,00:02:46,00:02:45,72.25%,Rep07
185,190,183,98.92%,2,00:00:10,00:03:15,00:01:20,89.73%,Rep09
197,355,194,98.48%,3,00:00:13,00:02:49,00:02:01,82.65%,Rep08
15,148,14,93.33%,1,00:00:12,00:03:14,00:01:48,86.67%,Rep08
230,231,228,99.13%,2,00:00:07,00:02:47,00:01:01,93.89%,Rep01
232,110,224,96.55%,8,00:00:12,00:02:51,00:01:34,86.46%,Rep06
237,181,231,97.47%,6,00:00:11,00:03:01,00:01:59,87.71%,Rep01
42,56,39,92.86%,3,00:00:17,00:02:51,00:01:40,78.57%,Rep07
215,326,211,98.14%,4,00:00:06,00:03:06,00:02:54,94.81%,Rep10
153,345,152,99.35%,1,00:00:04,00:02:35,00:00:55,98.69%,Rep10
39,243,39,100.00%,0,00:00:14,00:03:42,00:01:37,84.62%,Rep02
334,93,322,96.41%,12,00:00:17,00:02:56,00:02:18,77.13%,Rep09
236,324,225,95.34%,11,00:00:13,00:02:53,00:01:56,85.09%,Rep06
186,115,182,97.85%,4,00:00:08,00:02:38,00:02:10,95.11%,Rep03
202,145,197,97.52%,5,00:00:13,00:02:33,00:01:56,87.00%,Rep08
185,367,182,98.38%,3,00:00:08,00:02:49,00:02:33,90.27%,Rep05
38,195,38,100.00%,0,00:00:04,00:03:26,00:00:57,97.37%,Rep01
25,140,24,96.00%,1,00:00:03,00:02:44,00:00:46,96.00%,Rep04
203,308,195,96.06%,8,00:00:08,00:02:38,00:08:34,88.56%,Rep02
296,117,292,98.65%,4,00:00:04,00:02:40,00:00:58,98.63%,Rep06
233,58,223,95.71%,10,00:00:09,00:02:47,00:01:46,87.83%,Rep08
198,140,194,97.98%,4,00:00:08,00:02:42,00:01:43,91.79%,Rep07
181,353,179,98.90%,2,00:00:04,00:02:39,00:00:48,99.44%,Rep06
166,182,162,97.59%,4,00:00:06,00:02:39,00:01:01,93.87%,Rep07
19,170,19,100.00%,0,00:00:03,00:02:27,00:00:03,100.00%,Rep09
196,178,181,92.35%,15,00:00:14,00:02:37,00:02:36,78.13%,Rep01
176,307,172,97.73%,4,00:00:16,00:02:30,00:02:56,79.43%,Rep03
221,167,209,94.57%,12,00:00:12,00:02:42,00:02:50,83.87%,Rep02
196,138,191,97.45%,5,00:00:14,00:02:51,00:05:54,86.01%,Rep09
211,51,202,95.73%,9,00:00:15,00:02:46,00:02:54,79.33%,Rep05
201,356,194,96.52%,7,00:00:16,00:02:49,00:03:28,81.41%,Rep10
23,314,22,95.65%,1,00:00:10,00:03:02,00:01:02,82.61%,Rep02
225,382,210,93.33%,15,00:00:10,00:02:37,00:03:37,85.91%,Rep02
202,103,195,96.53%,7,00:00:11,00:02:47,00:01:52,86.80%,Rep07
191,256,184,96.34%,7,00:00:07,00:02:50,00:01:56,92.55%,Rep06
212,335,209,98.58%,3,00:00:10,00:02:51,00:01:45,89.10%,Rep09
210,327,203,96.67%,7,00:00:12,00:03:22,00:03:52,85.24%,Rep07
167,181,159,95.21%,8,00:00:16,00:03:16,00:02:42,83.03%,Rep05
12,101,11,91.67%,1,00:00:03,00:02:12,00:00:58,91.67%,Rep06
